//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0264
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=180       
StartTime=2021/09/02 09:59:24
EndTime=2021/09/02 09:59:41
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/09/14
Ch1=-5.961372e-01,+1.973071e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.407705e+00,+1.068870e-03,-1.252488e-08,+2.881406e-13,-3.487612e-18,+2.526831e-23,+0.000000e+00,+0.000000e+00,
Ch4=+2.693202e-02,+3.729464e+01,+6.225620e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.052272e+00,+7.654957e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-9.188115e+00,+1.410404e-02,+8.214787e-08,-3.744463e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.257055e+01,+2.166971e+06,-5.303950e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,-1.197542779128,1.0235408368619,
Ch9=-5.589018e+00,+1.068669e-03,-1.261244e-08,+2.910993e-13,-3.523354e-18,+2.534095e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2021/09/02,09:59:31,-0.5176,30.138,34.352,57.542,51697.942,1021.191,21.193,0.19,0.19,1.48,74.92,4.658,7.55,
2021/09/02,09:59:31,-0.5176,30.140,34.353,57.545,51699.171,1021.191,21.193,0.19,0.19,1.46,74.88,4.654,7.55,
2021/09/02,09:59:31,-0.5176,30.140,34.354,57.547,51700.612,1021.192,21.194,0.18,0.18,1.45,74.91,4.656,7.54,
2021/09/02,09:59:31,-0.5176,30.141,34.356,57.552,51704.269,1021.193,21.196,0.18,0.18,1.49,74.88,4.654,7.52,
2021/09/02,09:59:31,-0.5176,30.143,34.357,57.554,51704.639,1021.193,21.195,0.18,0.18,1.54,74.87,4.653,7.53,
2021/09/02,09:59:31,-0.4979,30.143,34.359,57.558,51707.833,1021.195,21.197,0.17,0.17,1.56,74.90,4.656,7.54,
2021/09/02,09:59:31,-0.4979,30.142,34.363,57.563,51712.350,1021.198,21.200,0.17,0.17,1.55,74.91,4.656,7.53,
2021/09/02,09:59:31,-0.5176,30.143,34.364,57.566,51714.749,1021.199,21.201,0.18,0.18,1.52,74.83,4.650,7.54,
2021/09/02,09:59:31,-0.5176,30.144,34.364,57.567,51714.501,1021.198,21.200,0.18,0.18,1.45,74.83,4.650,7.54,
2021/09/02,09:59:31,-0.5176,30.154,34.359,57.570,51707.171,1021.191,21.194,0.19,0.19,1.39,74.70,4.642,7.54,
2021/09/02,09:59:32,-0.5176,30.164,34.353,57.571,51697.835,1021.183,21.185,0.18,0.18,1.39,74.69,4.642,7.53,
2021/09/02,09:59:32,-0.5176,30.167,34.350,57.571,51694.103,1021.180,21.182,0.18,0.18,1.38,74.75,4.646,7.54,
2021/09/02,09:59:32,-0.5176,30.170,34.349,57.571,51691.670,1021.178,21.180,0.18,0.18,1.44,74.76,4.647,7.53,
2021/09/02,09:59:32,-0.5372,30.176,34.345,57.573,51686.972,1021.173,21.175,0.18,0.18,1.51,74.77,4.647,7.53,
2021/09/02,09:59:32,-0.5176,30.182,34.343,57.575,51682.648,1021.169,21.171,0.18,0.18,1.49,74.73,4.645,7.54,
2021/09/02,09:59:32,-0.5176,30.191,34.338,57.578,51676.272,1021.163,21.165,0.18,0.18,1.45,74.71,4.643,7.53,
2021/09/02,09:59:32,-0.5176,30.202,34.334,57.583,51669.273,1021.155,21.158,0.18,0.18,1.58,74.71,4.643,7.54,
